,ANSWER,QUESTION.question,QUESTION.paragraph
167,China.,In which country was a new brown leaf spot disease of teak reported recently?,"4.3 Common diseases
Recently, a new brown leaf spot disease of teak caused by Alternaria alternata reported from China."
168,Alternaria alternata.,Name the pathogen causing the new brown leaf spot disease in teak.,"4.3 Common diseases
Recently, a new brown leaf spot disease of teak caused by Alternaria alternata reported from China."
169,Infected leaves show small angular brown to grey necrotic lesions on the upper surface. Lesions coalesce to form larger necrotic areas. Yellowish orange powdery pustules on the upper leaf surface of the necrotic areas.,What are the symptoms of leaf rust in teak?,"4.4 Major pathological problems in Teak
4.4.1 Leaf rust (Olivea tectonae)
Symptoms:

Infected leaves show small angular brown to grey necrotic lesions on the upper surface
Lesions coalesce to form larger necrotic areas
Yellowish orange powdery pustules on the upper leaf surface of the necrotic areas"
170,Rhizoctonia sp.,What is one of the significant fungal pathogens affecting teak?,"4.3 Common diseases
Teak saplings are prone to fungal and bacterial diseases and mature wood slightly shows resistance, however. The teak associated fungal pathogens include OIivicia sp., Rhizoctonia sp., Alternaria sp., Cercospora sp.Phomopsis sp., Fusarium sp., Phytophthora sp. etc."
171,Rhizoctonia solani.,Which pathogen was reported to cause disease in teak plantations along with Aspergillus niger?,"4.3 Common diseases
Pathogens like Rhizoctonia solani, Botryodiplodia theobromae and Aspergillus niger were also found to cause disease in teak plantations."
172,Whitefly (Bemisia tabaci).,Name an insect vector recently reported to infect teak in association with Tomato Chlorosis Virus.,"4.3 Common diseases
For the first time, Tomato Chlorosis Virus was reported to be infecting teak in association with insect vector whitefly (Bemisia tabaci) in Brazil."
173,Pseudomonas tectonae.,Which pathogen was found to cause seedling wilt in teak?,"4.3 Common diseases
Pseudomonas tectonae causing seedling wilt in teak became the important bacterial disease."
174,"Pacific, East and West Africa.",List two areas outside South-east Asia where teak has been introduced.,"4.2 Distribution
Teak has been introduced in different parts of the world outside its natural occurrence in South-east Asia, Pacific, East and West Africa, the Caribbean, South America, and Central America regions."
175,Yellowish orange.,What colors do the powdery pustules on the upper leaf surface in leaf rust show?,"4.4 Major pathological problems in Teak
4.4.1 Leaf rust (Olivea tectonae)
Symptoms:
Yellowish orange powdery pustules on the upper leaf surface of the necrotic areas."
176,Yellowish orange powdery pustules appear on the upper leaf surface of necrotic areas.,Describe one symptom of leaf rust in teak caused by Olivea tectonae.,"4.4 Major pathological problems in Teak
4.4.1 Leaf rust (Olivea tectonae)
Symptoms:
Yellowish orange powdery pustules on the upper leaf surface of the necrotic areas."
177,Teak bacterial leaf spot.,Which disease in teak is caused by Xanthomonas fuscans?,"4.3 Common diseases
For the first time, new teak bacterial leaf spot caused by Xanthomonas fuscans from Brazil."
178,Spatial deployment of resistant teak germplasm.,What is one method of spatial disease management in teak trees?,Management: Spatial deployment of resistant teak germplasm
179,Azoxystrobin 23% SC (1ml/litre).,Which chemical is recommended to spray on infected nursery plants?,Management: Spray azoxystrobin 23% SC (1ml/litre) at recommended dose in infected nursery
180,"Yellowing of leaves, wilting and defoliation.",What symptom involves the yellowing and defoliation in teak trees?,"Symptoms: Yellowing of leaves, wilting and defoliation"
181,"Affected trees show a dark rusty brown velvety band of fungal mycelium at the collar butt region, followed by typical die-back basal root rot.",Describe the appearance of fungal mycelium on affected teak trees.,"Symptoms: Affected trees produce dark rusty brown velvety band of fungal mycelium develops at the collar butt region, followed by typical die-back basal root rot"
182,Bark depression at the root collar.,What is a major visible symptom on the bark of a teak tree affected by root rot?,Symptoms: Bark depression at the root collar
183,Less usage of sprinkler irrigation helps to reduce the spread of waterborne pathogens and disease.,Why is less usage of sprinkler irrigation recommended in teak tree management?,Management: Less usage of sprinkler irrigation
184,Neem oil (2ml/litre).,What protective spray is suggested for managing diseases in teak trees?,Management: Spray neem oil (2ml/litre) as protectant
185,Especially during the seedling stage.,At what stage do diseases especially occur in teak nursery beds?,Symptoms: Disease occur in patches in nursery beds especially during seedling stage
186,"Symptoms of heart rot include selective decay in fiber cells and ray cells, leading to degradation, delignification, and erosion channels in the wood, swollen boles, branch stubs, and dead branches.",What are the symptoms of heart rots in teak trees?,"Symptoms: Selective decay in the fiber cells, ray cells to induce degradation, delignification and creating erosion channels in the wood, swollen boles, branch stubs, dead branches are indicators heart rots"
187,Regular weeding and adopting clean cultivation practices.,What regular agricultural practice can help in managing teak tree diseases?,Management: Regular weeding and adopting clean cultivation practices
188,Root collar rot.,What is the main cause of the bark depression symptom in diseased teak trees?,Symptoms: Bark depression at the root collar
189,Burning the infected seedlings is a management practice to control the spread of disease.,What management practice involves controlled burning?,Management: Burning the infected seedlings
190,Pruning and thinning in younger plantations.,Which management practice can be used to strengthen the disease resistance during early growth stages?,Management: Pruning and thinning in younger plantations
191,Selective decay in fiber cells and ray cells.,What type of decay helps indicate heart rots in teak trees?,"Symptoms: Selective decay in the fiber cells, ray cells to induce degradation, delignification"
192,Azoxystrobin acts as a fungicide that helps control fungal diseases by disrupting the mitochondrial respiration in fungi.,How does azoxystrobin work when sprayed on infected nursery plants?,Management: Spray azoxystrobin 23% SC (1ml/litre) at recommended dose in infected nursery
193,During the seedling stage.,When does disease occur in patches in nursery beds?,Symptoms: Disease occur in patches in nursery beds especially during seedling stage
194,It helps in reducing the spread of disease by using disease-resistant variants of teak.,Why is spatial deployment of resistant teak germplasm important?,Management: Spatial deployment of resistant teak germplasm
195,A dark rusty brown velvety band of fungal mycelium develops.,What visual change occurs at the collar butt region of infected teak trees?,Symptoms: Affected trees produce dark rusty brown velvety band of fungal mycelium develops at the collar butt region
196,"Affected trees produce a dark rusty brown velvety band of fungal mycelium at the collar butt region, followed by die-back of the basal root.",How do affected trees produce visible symptoms at the collar butt region?,"Symptoms: Affected trees produce dark rusty brown velvety band of fungal mycelium develops at the collar butt region, followed by typical die-back basal root rot"
197,Using neem oil as a protective organic spray.,Which management practice uses organic sprays for disease protection?,Management: Spray neem oil (2ml/litre) as protectant
198,High temperature and drought areas,What should be avoided for nursery preparation?,High temperature and drought areas for nursery preparation should be avoided
199,Bordeaux paste,What should be used for preventing the entry of rot fungi?,The wound needs to be treated with Bordeaux paste for preventing the entry of rot fungi
200,Thiophanate methyl and Dithane M-45,What is recommended for the soil drenching in infected nurseries?,It is suggested to do soil drenching with Thiophanate methyl (0.5 ml/litre) and Dithane M-45 (2g/litre) for 10 x 1 metre bed
201,Pre- and post-emergence mortality in nurseries,What is a symptom of leaf spot and blight in nurseries?,Symptoms: Pre- and post-emergence mortality in nurseries
202,"Elevated with proper ventilation, sanitation, and appropriate drainage",How should the site for raising saplings be managed?,Site selected for raising saplings must be elevated with proper ventilation along with sanitation and appropriate drainage
203,Infected foliage,What causes dark brown necrotic spots on foliage?,"Infected foliage produces dark brown necrotic spots usually in the leaf margin, base of the petiole or in the leaf tips"
204,Neem oil,What type of sprayer can be used in infected nurseries?,Spray neem oil (2ml/litre) as protectant
205,Hexaconazole 5%,What spray is suggested for severely affected nurseries?,Hexaconazole 5% EC (1.5 ml/litre) spray with 10-15 days interval can check the spread in severely affected nurseries
